State,County,City,Business Entity,Warehouse Name,License Type,License Status,[License Number],CCC Code,CCC Status,Functional Unit,Capacities,Year of Ingest Date,Month of Ingest Date,Day of Ingest Date
MN,"Freeborn, MN",Hayward,Hayward Co-operative,HAYWARD CO-OPERATIVE,State,,[],[2-0524],Approved,1,"896,000",2026,September,9
MN,"Lincoln, MN",Hendricks,Hendricks Farmers Elevator Association,Hendricks Farmers Elevator Association,State,,[],[2-0536],Approved,1,,2026,September,9
MN,"Lincoln, MN",Ivanhoe,Hendricks Farmers Elevator Association,Hendricks Farmers Elevator Association,State,,[],[2-0536],Approved,2,"281,000",2026,September,9
MN,"Grant, MN",HERMAN,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,1,"6,179,000",2026,September,9
MN,"Otter Tail, MN",FERGUS FALLS,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,5,"6,236,000",2026,September,9
MN,"Otter Tail, MN",Fergus Falls,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,11,"1,141,000",2026,September,9
MN,"Otter Tail, MN",UNDERWOOD,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,6,"2,010,000",2026,September,9
MN,"Pope, MN",GLENWOOD,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,9,"6,972,000",2026,September,9
MN,"Pope, MN",LOWRY,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,8,"1,502,000",2026,September,9
MN,"Stevens, MN",CHOKIO,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,4,"2,533,000",2026,September,9
MN,"Stevens, MN",MORRIS,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,3,"2,752,000",2026,September,9
MN,"Todd, MN",LONG PRAIRIE,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,10,"2,596,000",2026,September,9
SD,"Roberts, SD",WILMOT,CHS Inc.,CHS Elevators,Federal,I - Issued,[3-9423],[2-0541],Approved,7,"748,000",2026,September,9
MN,"Swift, MN",APPLETON,Western Consolidated Cooperative,Western Consolidated Cooperative Elevators,Federal,I - Issued,[3-9711],[2-0552],Approved,2,"3,459,000",2026,September,9
MN,"Swift, MN",HOLLOWAY,Western Consolidated Cooperative,Western Consolidated Cooperative Elevators,Federal,I - Issued,[3-9711],[2-0552],Approved,1,"8,207,000",2026,September,9
SD,"Grant, SD",MILBANK,Western Consolidated Cooperative,Western Consolidated Cooperative Elevators,Federal,I - Issued,[3-9711],[2-0552],Approved,3,"8,261,000",2026,September,9
MN,"McLeod, MN",HUTCHINSON,Hutchinson Co-op,HUTCHINSON CO-OP ELEVATOR,Federal,I - Issued,[3-9383],[2-0561],Approved,1,"1,840,000",2026,September,9
MN,"Lac Qui Parle, MN",DAWSON,Ag Processing Inc a Cooperative,AGP Elevator,Federal,I - Issued,[3-7918],[2-0578],Approved,1,"3,726,000",2026,September,9
MN,"Blue Earth, MN",Mankato,Archer-Daniels-Midland Company,ADM Processing Company - Minnesota Warehouses,Federal,I - Issued,[3-9707],[2-0588],Approved,1,"1,518,000",2026,September,9
MN,"Blue Earth, MN",AMBOY,"Grain Commerce of Southern Minnesota, Inc.",GRAIN COMMERCE WAREHOUSE,Federal,I - Issued,[3-8176],[2-0599],Approved,2,"433,000",2026,September,9
MN,"Blue Earth, MN",LAKE CRYSTAL,"Grain Commerce of Southern Minnesota, Inc.",GRAIN COMMERCE WAREHOUSE,Federal,I - Issued,[3-8176],[2-0599],Approved,1,"1,365,000",2026,September,9
MN,"Kittson, MN",Karlstad,KARLSTAD FARMERS ELEVATOR COMPANY,KARLSTAD FARMERS ELEVATOR,State,,[],[2-0649],Authorized,1,"300,000",2026,September,9
MN,"Wabasha, MN",MILLVILLE,"Millville Feed, Inc.","MILLVILLE FEED, INC.",State,,[],[2-0659],Approved,1,,2026,September,9
MN,"Blue Earth, MN",LAKE CRYSTAL,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,4,"1,195,000",2026,September,9
MN,"Blue Earth, MN",VERNON CENTER,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,2,"1,170,000",2026,September,9
MN,"Jackson, MN",JACKSON,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,6,"4,251,000",2026,September,9
MN,"Martin, MN",TRIMONT,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,8,"2,803,000",2026,September,9
MN,"Steele, MN",Hope,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,7,"7,885,000",2026,September,9
MN,"Waseca, MN",JANESVILLE,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,3,"676,000",2026,September,9
MN,"Watonwan, MN",LASALLE,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,5,"921,000",2026,September,9
MN,"Watonwan, MN",MADELIA,Crystal Valley Cooperative,CRYSTAL VALLEY COOPERATIVE,State,,[],[2-0665],Approved,1,"8,126,000",2026,September,9
MN,"Winona, MN",LEWISTON,Lewiston Feed and Produce Company,LEWISTON FEED AND PRODUCE COMPANY,State,,[],[2-0673],Approved,1,,2026,September,9
MN,"Cottonwood, MN",Storden,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,3,"2,249,000",2026,September,9
MN,"Cottonwood, MN",Westbrook,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,5,"1,626,000",2026,September,9
MN,"Murray, MN",Avoca,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,6,"2,081,000",2026,September,9
MN,"Redwood, MN",Delhi,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,8,"2,480,000",2026,September,9
MN,"Redwood, MN",Lamberton,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,1,"5,280,000",2026,September,9
MN,"Redwood, MN",Redwood Falls,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,7,"2,558,000",2026,September,9
MN,"Redwood, MN",Vesta,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,9,"3,238,000",2026,September,9
MN,"Redwood, MN",Wabasso,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,2,"2,833,000",2026,September,9
MN,"Redwood, MN",Walnut Grove,Meadowland Farmers Coop.,Meadowland Farmers Coop.,State,,[],[2-0681],Approved,4,"9,420,000",2026,September,9
MN,"Martin, MN",FAIRMONT,"NEUSCH FARMS, INC.","NEUSCH FARMS, INC.",State,,[],[2-0711],Authorized,1,,2026,September,9
MN,"Dakota, MN",MIESVILLE,River Country Cooperative,River Country Cooperative Elevator,Federal,I - Issued,[3-9184],[2-0749],Approved,2,"233,000",2026,September,9
MN,"Redwood, MN",MILROY,Farmers Cooperative Association of Milroy,FARMERS COOP ASSOCIATION OF MILROY,State,,[],[2-0755],Approved,1,,2026,September,9
MN,"Brown, MN",COMFREY,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,4,"1,354,000",2026,September,9
MN,"Brown, MN",SPRINGFIELD,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,1,"9,836,000",2026,September,9
MN,"Redwood, MN",CLEMENTS,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,10,"2,990,000",2026,September,9
MN,"Redwood, MN",MORGAN,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,2,"3,681,000",2026,September,9
MN,"Renville, MN",DANUBE,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,5,"4,628,000",2026,September,9
MN,"Renville, MN",MORTON,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,3,"2,600,000",2026,September,9
MN,"Renville, MN",OLIVIA,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,6,"1,703,000",2026,September,9
MN,"Renville, MN",RENVILLE,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,7,"2,078,000",2026,September,9
MN,"Renville, MN",SACRED HEART,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,8,"1,701,000",2026,September,9
MN,"Yellow Medicine, MN",WOOD LAKE,Farmward Cooperative,FARMWARD COOPERATIVE,State,,[],[2-0770],Approved,9,"2,617,000",2026,September,9
MN,"Chippewa, MN",MILAN,Glacial Plains Cooperative,Glacial Plains Cooperative Elevator,Federal,I - Issued,[3-9398],[2-0785],Approved,4,"2,163,000",2026,September,9
MN,"Swift, MN",BENSON,Glacial Plains Cooperative,Glacial Plains Cooperative Elevator,Federal,I - Issued,[3-9398],[2-0785],Approved,2,"5,322,000",2026,September,9
MN,"Swift, MN",MURDOCK,Glacial Plains Cooperative,Glacial Plains Cooperative Elevator,Federal,I - Issued,[3-9398],[2-0785],Approved,1,"6,511,000",2026,September,9
MN,"Marshall, MN",Newfolden,Newfolden Co-op Elevator Ass'n,Newfolden Co-op Elevator Ass'n,State,,[],[2-0811],Approved,1,"1,061,000",2026,September,9
MN,"Marshall, MN",STRANDQUIST,Newfolden Co-op Elevator Ass'n,Newfolden Co-op Elevator Ass'n,State,,[],[2-0811],Approved,2,0,2026,September,9
MN,"Goodhue, MN",CANNON FALLS,"Gilbertson Feed and Grain, Inc.",Nerstrand Agri Center,Federal,I - Issued,[3-9809],[2-0813],Approved,4,"143,000",2026,September,9
MN,"Olmsted, MN",BYRON,"Gilbertson Feed and Grain, Inc.",Nerstrand Agri Center,Federal,I - Issued,[3-9809],[2-0813],Approved,5,"638,000",2026,September,9
MN,"Rice, MN",NERSTRAND,"Gilbertson Feed and Grain, Inc.",Nerstrand Agri Center,Federal,I - Issued,[3-9809],[2-0813],Approved,1,"1,006,000",2026,September,9
MN,"Wabasha, MN",PLAINVIEW,"Doane Grain Service, Inc.",DOANE GRAIN ELEVATOR,Federal,I - Issued,[3-9083],[2-0818],Approved,1,"1,379,000",2026,September,9
MN,"Nicollet, MN",NICOLLET,Nicollet Farmers' Exchange Company,Nicollet Farmers' Exchange Elevator,Federal,I - Issued,[3-9136],[2-0820],Approved,1,"754,000",2026,September,9
MN,"Chisago, MN",NORTH BRANCH,"Peterson's North Branch Mill, Inc.","PETERSON'S NORTH BRANCH MILL, INC.",State,,[],[2-0823],Approved,1,"937,000",2026,September,9
MN,"Wilkin, MN",BRUSHVALE,"Brushvale Grain, Inc.",Brushvale Grain Warehouse,Federal,I - Issued,[3-8327],[2-0849],Approved,1,"3,187,000",2026,September,9
ND,"Richland, ND",GALCHUTT,"Brushvale Grain, Inc.",Brushvale Grain Warehouse,Federal,I - Issued,[3-8327],[2-0849],Approved,2,"127,000",2026,September,9
MN,"Red Lake, MN",PLUMMER,"Red River Ag, LLC",RED RIVER AG ELEVATOR,Federal,I - Issued,[3-10077],[2-0870],Approved,1,"794,000",2026,September,9
MN,"Wilkin, MN",BRECKENRIDGE,Red River Grain Company,RED RIVER GRAIN COMPANY ELEVATOR,Federal,I - Issued,[3-8408],[2-0872],Approved,1,"4,725,000",2026,September,9
MN,"Stevens, MN",HANCOCK,"Hancock Co-op, Inc.","HANCOCK CO-OP, INC.",State,,[],[2-0874],Approved,1,,2026,September,9
MN,"Nobles, MN",WORTHINGTON,"LORU FARMS, LORNA KRUGER AND TODD KRUGER, COPARTNERS",LORU; GRAIN WAREHOUSE,Federal,I - Issued,[3-9983],[2-0897],Approved,1,"1,149,000",2026,September,9
MN,"Otter Tail, MN",PELICAN RAPIDS,Farmers Elevator Company of Pelican Rapids,Farmers Elevator Company of Pelican Rapids,State,,[],[2-0898],Approved,1,"461,000",2026,September,9
MN,"Stearns, MN",Greenwald,"J.V. Pappenfus Elevators, Inc.",Greenwald Elevators,State,,[],[2-0901],Approved,1,"195,000",2026,September,9
MN,"Chippewa, MN",CLARA CITY,Prinsburg Farmers Co-op,PRINSBURG FARMERS COOP,State,,[],[2-0911],Approved,1,"5,737,000",2026,September,9
MN,"Kandiyohi, MN",Prinsburg,Prinsburg Farmers Co-op,PRINSBURG FARMERS COOP,State,,[],[2-0911],Approved,2,"539,000",2026,September,9
MN,"Kandiyohi, MN",RAYMOND,Prinsburg Farmers Co-op,PRINSBURG FARMERS COOP,State,,[],[2-0911],Approved,3,"1,216,000",2026,September,9
MN,"Marshall, MN",Warren (Radium),"Radium, Inc.","Radium, Inc.",State,,[],[2-0924],Approved,1,"349,000",2026,September,9
MN,"Murray, MN",CHANDLER,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,1,"1,912,000",2026,September,9
MN,"Murray, MN",Woodstock,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,3,"2,193,000",2026,September,9
MN,"Nobles, MN",LEOTA,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,4,"1,094,000",2026,September,9
MN,"Pipestone, MN",Edgerton,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,2,"2,525,000",2026,September,9
MN,"Pipestone, MN",Pipestone,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,6,"2,704,000",2026,September,9
MN,"Rock, MN",HARDWICK,Chandler Feed Company,CHANDLER FEED COMPANY,State,,[],[2-0971],Approved,5,"1,481,000",2026,September,9
IA,"Emmet, IA",DOLLIVER,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,7,"1,706,000",2026,September,9
MN,"Dakota, MN",RANDOLPH,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,19,"5,909,000",2026,September,9
MN,"Dodge, MN",HAYFIELD,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,15,"5,616,000",2026,September,9
MN,"Faribault, MN",DELAVAN,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,11,"3,991,000",2026,September,9
MN,"Faribault, MN",WINNEBAGO,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,12,"490,000",2026,September,9
MN,"Freeborn, MN",CLARKS GROVE,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,4,"1,418,000",2026,September,9
MN,"Freeborn, MN",FREEBORN,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,5,"202,000",2026,September,9
MN,"Goodhue, MN",KENYON,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,17,"2,735,000",2026,September,9
MN,"Martin, MN",TRUMAN,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,1,"1,504,000",2026,September,9
MN,"Martin, MN",WELCOME,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,3,"2,463,000",2026,September,9
MN,"Rice, MN",NORTHFIELD,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,16,"926,000",2026,September,9
MN,"Watonwan, MN",LEWISVILLE,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,2,"1,005,000",2026,September,9
MN,"Watonwan, MN",ST JAMES,Central Farm Service,Central Farm Service Elevator,Federal,I - Issued,[3-10123],[2-0991],Approved,8,"2,990,000",2026,September,9
MN,"Mower, MN",Sargeant,Sargeant Grain Co.,SARGEANT GRAIN CO.,State,,[],[2-1037],Approved,1,,2026,September,9
MN,"Winona, MN",ST CHARLES,TODD ELEVATOR,TODD ELEVATOR,State,,[],[2-1043],Authorized,1,,2026,September,9
MN,"Big Stone, MN",GRACEVILLE,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,10,"8,455,000",2026,September,9
MN,"Traverse, MN",BROWNS VALLEY,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,14,"1,198,000",2026,September,9
MN,"Traverse, MN",DUMONT,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,3,"2,420,000",2026,September,9
MN,"Traverse, MN",WHEATON,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,1,"2,483,000",2026,September,9
MN,"Wilkin, MN",Tenney,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,2,"5,569,000",2026,September,9
ND,"Richland, ND",HANKINSON,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,6,"751,000",2026,September,9
ND,"Richland, ND",LAMARS,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,4,"2,716,000",2026,September,9
ND,"Richland, ND",MANTADOR,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,7,"631,000",2026,September,9
ND,"Richland, ND",RUTLAND,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,11,"114,000",2026,September,9
SD,"Marshall, SD",BRITTON,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,9,"8,280,000",2026,September,9
SD,"Roberts, SD",SISSETON,Wheaton-Dumont Coop Elevator,Wheaton-Dumont Coop Elevators,Federal,I - Issued,[3-9536],[2-1179],Approved,8,"710,000",2026,September,9
MN,"Stearns, MN",Saint Cloud,Archer-Daniels-Midland Company,ARCHER DANIELS MIDLAND COMPANY,State,,[],[2-1186],Approved,2,"3,225,000",2026,September,9
MN,"Winona, MN",WINONA,Archer-Daniels-Midland Company,ARCHER DANIELS MIDLAND COMPANY,State,,[],[2-1186],Approved,1,,2026,September,9
MN,"Blue Earth, MN",MANKATO,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,20,"635,000",2026,September,9
MN,"Cottonwood, MN",JEFFERS,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,6,"1,744,000",2026,September,9
MN,"Cottonwood, MN",MOUNTAIN LAKE,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,5,"4,445,000",2026,September,9
MN,"Cottonwood, MN",WINDOM,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,2,"1,840,000",2026,September,9
MN,"Jackson, MN",HERON LAKE,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,1,"4,167,000",2026,September,9
MN,"Jackson, MN",HERON LAKE,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,17,"4,972,000",2026,September,9
MN,"Nobles, MN",BREWSTER,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,3,"4,183,000",2026,September,9
MN,"Nobles, MN",DUNDEE,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,8,"241,000",2026,September,9
MN,"Nobles, MN",ELLSWORTH,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,13,"813,000",2026,September,9
MN,"Nobles, MN",READING,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,7,"324,000",2026,September,9
MN,"Nobles, MN",WILMONT,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,11,"718,000",2026,September,9
MN,"Nobles, MN",WORTHINGTON,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,4,"995,000",2026,September,9
MN,"Rock, MN",BEAVER CREEK,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,9,"315,000",2026,September,9
MN,"Rock, MN",HILLS,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,10,"4,720,000",2026,September,9
MN,"Rock, MN",MAGNOLIA,New Vision Co-Op,New Vision Co-Op Elevator,Federal,I - Issued,[3-9467],[2-1196],Approved,15,"3,268,000",2026,September,9
MN,"Clay, MN",COMSTOCK,C-W Valley Co-op,C-W VALLEY CO-OP,State,,[],[2-1199],Approved,2,"1,102,000",2026,September,9
MN,"Wilkin, MN",Wolverton,C-W Valley Co-op,C-W VALLEY CO-OP,State,,[],[2-1199],Approved,1,"1,350,000",2026,September,9
MN,"Winona, MN",WINONA,CHS Inc.,CHS WINONA ELEVATOR,Federal,I - Issued,[3-6417],[2-1201],Approved,1,"354,000",2026,September,9
WI,"Lafayette, WI",DARLINGTON,"See-Mor Grain, Inc.","SEE-MOR GRAIN, INC.",State,,[],[2-1329],Approved,1,,2026,September,9
WI,"Lafayette, WI",SHULLSBURG,"See-Mor Grain, Inc.","SEE-MOR GRAIN, INC.",State,,[],[2-1329],Approved,2,,2026,September,9
WI,"Sheboygan, WI",Adell,Adell Cooperative Union,Adell Cooperative Elevator,Federal,I - Issued,[3-9930],[2-1475],Approved,1,"4,409,000",2026,September,9
WI,"Fond Du Lac, WI",RIPON,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,6,,2026,September,9
WI,"Grant, WI",BOSCOBEL,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,3,,2026,September,9
WI,"Grant, WI",PLATTEVILLE,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,10,,2026,September,9
WI,"Lafayette, WI",BELMONT,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,2,,2026,September,9
WI,"Marquette, WI",WESTFIELD,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,9,,2026,September,9
WI,"Milwaukee, WI",MILWAUKEE,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,4,,2026,September,9
WI,"Portage, WI",STEVENS POINT,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,7,,2026,September,9
WI,"Vernon, WI",VIROQUA,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,8,,2026,September,9
WI,"Waushara, WI",BERLIN,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,1,,2026,September,9
WI,"Winnebago, WI",OSHKOSH,Archer-Daniels-Midland Company,ARCHER-DANIELS-MIDLAND COMPANY,State,,[],[2-1480],Approved,5,,2026,September,9
MT,"Teton, MT",DUTTON,Mountain View Co-op,Mountain View Co-Op Elevator,Federal,I - Issued,[3-9381],[2-2048],Approved,1,"4,867,000",2026,September,9
MT,"Dawson, MT",GLENDIVE,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[2-2097],Approved,30,"1,190,000",2026,September,9
MT,"Dawson, MT",RICHEY,CHS Inc.,CHS Elevators,Federal,I - Issued,[1-0299],[2-2097],Approved,31,"245,000",2026,September,9
